PreSens Measurement Studio 2,,,,,,,,,,,,,,,,,,,,,,,,
Id,Date,Time,Sensor,Calibration,User,delta_t,Time_Unit,Value,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
4802,2008-08-20 0:00,3:31:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.25,min,8.273,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,30.164,47501,45578.07,7,2500,#N/A
4806,2008-08-20 0:00,3:31:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.299,min,8.282,ppm (mg/L),14.58,°C,1028,hPa,Humid,0,0,,0,30.165,47495,45574.04,7,2500,#N/A
4810,2008-08-20 0:00,3:31:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.35,min,8.271,ppm (mg/L),14.592,°C,1028,hPa,Humid,0,0,,0,30.174,47493,45575.61,7,2500,#N/A
4814,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.4,min,8.266,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,30.165,47493,45572.27,7,2500,#N/A
4818,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.449,min,8.284,ppm (mg/L),14.58,°C,1028,hPa,Humid,0,0,,0,30.163,47496,45571.9,7,2500,#N/A
4822,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.5,min,8.279,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,30.161,47500,45571.01,7,2500,#N/A
4826,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.55,min,8.287,ppm (mg/L),14.586,°C,1028,hPa,Humid,0,0,,0,30.155,47494,45574.83,7,2500,#N/A
4830,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.6,min,8.273,ppm (mg/L),14.592,°C,1028,hPa,Humid,0,0,,0,30.172,47515,45565.74,7,2500,#N/A
4834,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.65,min,8.291,ppm (mg/L),14.549,°C,1028,hPa,Humid,0,0,,0,30.166,47511,45572.43,7,2500,#N/A
4838,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.699,min,8.271,ppm (mg/L),14.604,°C,1028,hPa,Humid,0,0,,0,30.169,47514,45566.4,7,2500,#N/A
4842,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.75,min,8.283,ppm (mg/L),14.574,°C,1028,hPa,Humid,0,0,,0,30.166,47513,45572.69,7,2500,#N/A
4846,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.8,min,8.279,ppm (mg/L),14.604,°C,1028,hPa,Humid,0,0,,0,30.159,47509,45569.07,7,2500,#N/A
4850,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.849,min,8.285,ppm (mg/L),14.586,°C,1028,hPa,Humid,0,0,,0,30.159,47514,45574.48,7,2500,#N/A
4854,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.9,min,8.271,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,30.167,47506,45568.03,7,2500,#N/A
4858,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.95,min,8.275,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,30.167,47507,45570.7,7,2500,#N/A
4862,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.999,min,8.276,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,30.165,47506,45571.91,7,2500,#N/A
4866,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.05,min,8.277,ppm (mg/L),14.604,°C,1028,hPa,Humid,0,0,,0,30.161,47505,45572.28,7,2500,#N/A
4870,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.1,min,8.285,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,30.153,47508,45571.68,7,2500,#N/A
4874,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.15,min,8.279,ppm (mg/L),14.586,°C,1028,hPa,Humid,0,0,,0,30.166,47502,45572.98,7,2500,#N/A
4878,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.2,min,8.273,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,30.169,47508,45568.36,7,2500,#N/A
4882,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.25,min,8.267,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,30.167,47507,45569.99,7,2500,#N/A
4886,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.3,min,8.268,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,30.163,47503,45564.71,7,2500,#N/A
4890,2008-08-20 0:00,3:32:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.35,min,8.264,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,30.165,47504,45565.43,7,2500,#N/A
4894,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.4,min,8.268,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,30.16,47504,45570.87,7,2500,#N/A
4898,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.45,min,8.267,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,30.156,47505,45567.92,7,2500,#N/A
4902,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.5,min,8.255,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,30.169,47501,45561.99,7,2500,#N/A
4906,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.55,min,8.27,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,30.16,47501,45570.75,7,2500,#N/A
4910,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.6,min,8.278,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,30.157,47501,45564.03,7,2500,#N/A
4914,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.65,min,8.279,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,30.156,47503,45568.6,7,2500,#N/A
4918,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.7,min,8.276,ppm (mg/L),14.617,°C,1028,hPa,Humid,0,0,,0,30.157,47494,45567.88,7,2500,#N/A
4922,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.749,min,8.28,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,30.154,47499,45562.55,7,2500,#N/A
4926,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.8,min,8.264,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,30.165,47499,45562.92,7,2500,#N/A
4930,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.85,min,8.28,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,30.16,47491,45563.49,7,2500,#N/A
4934,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.899,min,8.273,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,30.158,47494,45558.21,7,2500,#N/A
4938,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.95,min,8.275,ppm (mg/L),14.617,°C,1028,hPa,Humid,0,0,,0,30.159,47492,45570.22,7,2500,#N/A
4942,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3,min,8.274,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,30.157,47491,45559.29,7,2500,#N/A
4946,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.049,min,8.277,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,30.158,47494,45568.91,7,2500,#N/A
4950,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.1,min,8.264,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,30.158,47497,45562.46,7,2500,#N/A
4954,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.15,min,8.266,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,30.165,47494,45562.03,7,2500,#N/A
4958,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.199,min,8.275,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,30.153,47492,45565.23,7,2500,#N/A
4962,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.25,min,8.28,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,30.149,47492,45564.27,7,2500,#N/A
4966,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.3,min,8.277,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,30.15,47490,45566,7,2500,#N/A
4970,2008-08-20 0:00,3:33:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.349,min,8.267,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,30.156,47491,45566.81,7,2500,#N/A
4974,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.4,min,8.267,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,30.159,47493,45564.45,7,2500,#N/A
4978,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.45,min,8.26,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,30.157,47491,45567.62,7,2500,#N/A
4982,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.5,min,8.279,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,30.151,47487,45561.03,7,2500,#N/A
4986,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.55,min,8.258,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,30.163,47487,45569.25,7,2500,#N/A
4990,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.6,min,8.264,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,30.157,47486,45562.32,7,2500,#N/A
4994,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.65,min,8.263,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,30.151,47486,45564.18,7,2500,#N/A
4998,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.7,min,8.258,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,30.163,47490,45557.37,7,2500,#N/A
5002,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.749,min,8.26,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,30.16,47490,45565.11,7,2500,#N/A
5006,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.8,min,8.265,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,30.156,47482,45564.96,7,2500,#N/A
5010,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.85,min,8.27,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,30.154,47485,45568.59,7,2500,#N/A
5014,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.899,min,8.278,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,30.152,47486,45564.54,7,2500,#N/A
5018,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.95,min,8.271,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,30.15,47483,45559.39,7,2500,#N/A
5022,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4,min,8.252,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,30.16,47483,45567.22,7,2500,#N/A
5026,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.049,min,8.263,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,30.151,47483,45570.25,7,2500,#N/A
5030,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.1,min,8.264,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,30.155,47482,45558.87,7,2500,#N/A
5034,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.15,min,8.271,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,30.15,47484,45564.33,7,2500,#N/A
5038,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.2,min,8.262,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,30.149,47486,45566.55,7,2500,#N/A
5042,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.25,min,8.263,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,30.156,47486,45560.52,7,2500,#N/A
5046,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.3,min,8.263,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,30.154,47484,45559.69,7,2500,#N/A
5050,2008-08-20 0:00,3:34:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.349,min,8.27,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,30.152,47481,45561.41,7,2500,#N/A
5054,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.4,min,8.266,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,30.149,47482,45563.34,7,2500,#N/A
5058,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.45,min,8.27,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,30.149,47480,45565.73,7,2500,#N/A
5062,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.499,min,8.255,ppm (mg/L),14.697,°C,1028,hPa,Humid,0,0,,0,30.151,47485,45563.79,7,2500,#N/A
5066,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.55,min,8.264,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,30.147,47480,45562.82,7,2500,#N/A
5070,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.6,min,8.262,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,30.149,47479,45563.26,7,2500,#N/A
5074,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.65,min,8.242,ppm (mg/L),14.709,°C,1028,hPa,Humid,0,0,,0,30.163,47478,45560.04,7,2500,#N/A
5078,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.7,min,8.263,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,30.145,47477,45561.06,7,2500,#N/A
5082,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.75,min,8.26,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,30.15,47476,45561.48,7,2500,#N/A
5086,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.8,min,8.263,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,30.151,47482,45561.12,7,2500,#N/A
5090,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.85,min,8.266,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,30.15,47474,45559.39,7,2500,#N/A
5094,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.9,min,8.277,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,30.14,47474,45559.98,7,2500,#N/A
5098,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.95,min,8.26,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,30.155,47473,45563.89,7,2500,#N/A
5102,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5,min,8.258,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,30.15,47475,45562.67,7,2500,#N/A
5106,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.05,min,8.259,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,30.153,47469,45556.28,7,2500,#N/A
5110,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.1,min,8.26,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,30.15,47471,45566.12,7,2500,#N/A
5114,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.15,min,8.271,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,30.148,47478,45559.91,7,2500,#N/A
5118,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.199,min,8.266,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,30.147,47475,45558.97,7,2500,#N/A
5122,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.25,min,8.257,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,30.151,47471,45562.12,7,2500,#N/A
5126,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.3,min,8.262,ppm (mg/L),14.697,°C,1028,hPa,Humid,0,0,,0,30.142,47468,45559.59,7,2500,#N/A
5130,2008-08-20 0:00,3:35:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.35,min,8.261,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,30.148,47468,45561.92,7,2500,#N/A
5134,2008-08-20 0:00,3:36:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.4,min,8.26,ppm (mg/L),14.697,°C,1028,hPa,Humid,0,0,,0,30.144,47467,45559.67,7,2500,#N/A
5138,2008-08-20 0:00,3:36:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.45,min,8.258,ppm (mg/L),14.709,°C,1028,hPa,Humid,0,0,,0,30.141,47470,45557.81,7,2500,#N/A
5142,2008-08-20 0:00,3:36:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.5,min,8.25,ppm (mg/L),14.715,°C,1028,hPa,Humid,0,0,,0,30.15,47469,45563.9,7,2500,#N/A
5146,2008-08-20 0:00,3:36:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.55,min,8.254,ppm (mg/L),14.709,°C,1028,hPa,Humid,0,0,,0,30.147,47471,45562.49,7,2500,#N/A
5150,2008-08-20 0:00,3:36:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.6,min,8.253,ppm (mg/L),14.715,°C,1028,hPa,Humid,0,0,,0,30.146,47470,45563.67,7,2500,#N/A
5154,2008-08-20 0:00,3:36:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.65,min,8.261,ppm (mg/L),14.709,°C,1028,hPa,Humid,0,0,,0,30.138,47472,45559.06,7,2500,#N/A
5158,2008-08-20 0:00,3:36:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.7,min,8.234,ppm (mg/L),14.752,°C,1028,hPa,Humid,0,0,,0,30.156,47466,45564.94,7,2500,#N/A
5162,2008-08-20 0:00,3:36:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.75,min,8.253,ppm (mg/L),14.709,°C,1028,hPa,Humid,0,0,,0,30.149,47464,45564.1,7,2500,#N/A
5166,2008-08-20 0:00,3:36:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.8,min,8.264,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,30.142,47467,45556.48,7,2500,#N/A
5170,2008-08-20 0:00,3:36:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.85,min,8.258,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,30.15,47469,45566.33,7,2500,#N/A
5174,2008-08-20 0:00,3:36:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.899,min,8.255,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,30.159,47466,45559.77,7,2500,#N/A
